transaction_id,user_id,amount,transaction_type,account_age_days,country,device_type,ip_address_risk,time_of_day,num_prev_transactions,avg_transaction_value,is_foreign_transaction,is_high_risk_country,is_vpn_used,login_attempts,device_trust_score,payment_gateway,browser_fingerprint_score,session_duration_sec,fraudulent
TXN09266,U0543,11.45,Deposit,1597,Canada,Tablet,66,Afternoon,329,591.3,1,0,1,8,96,Stripe,76,1598,0
TXN09267,U2293,87.9,Refund,1195,Brazil,Desktop,30,Evening,526,4232.09,0,1,1,9,34,Stripe,5,135,1
TXN09268,U0850,82.17,Withdrawal,143,France,Tablet,25,Morning,118,153.54,1,1,1,3,57,PayPal,31,1596,0
TXN09269,U2358,39.46,Transfer,207,Germany,Mobile,65,Evening,20,4600.05,0,1,1,8,96,Square,66,758,0
TXN09270,U0081,85.33,Transfer,3535,Germany,Tablet,29,Afternoon,20,1362.4,1,1,1,8,5,Square,67,1901,1
TXN09271,U0546,92.68,Payment,2557,China,Tablet,76,Morning,315,2993.9,0,0,1,1,6,PayPal,27,759,1
TXN09272,U1599,184.48,Refund,3273,Germany,Desktop,77,Afternoon,220,2825.08,0,0,0,8,20,Stripe,86,520,0
TXN09273,U0504,272.44,Payment,2053,UK,Mobile,0,Night,617,1984.29,0,1,0,2,14,Razorpay,12,1725,0
TXN09274,U0326,119.95,Refund,211,Canada,Mobile,95,Night,744,162.03,1,0,0,2,65,Razorpay,86,748,1
TXN09275,U2693,317.77,Refund,29,Nigeria,Desktop,69,Night,64,966.39,0,0,0,4,86,PayPal,66,53,0
TXN09276,U0160,102.43,Bill Payment,1214,France,Desktop,21,Evening,148,3076.79,0,1,1,7,66,Square,37,339,0
TXN09277,U0770,85.72,Bill Payment,188,Nigeria,Mobile,74,Night,182,2234.63,0,0,0,2,11,Stripe,23,487,1
TXN09278,U1930,194.78,Bill Payment,1861,France,Mobile,86,Evening,580,2072.12,0,0,0,5,48,Stripe,11,1802,0
TXN09279,U0642,6.0,Deposit,1174,Brazil,Tablet,53,Evening,718,493.03,1,1,1,4,78,Stripe,8,1978,1
TXN09280,U0681,20.79,Payment,2573,Brazil,Desktop,13,Afternoon,621,1738.9,1,0,1,6,61,Square,0,1348,1
TXN09281,U2521,135.31,Withdrawal,2994,Brazil,Mobile,13,Morning,281,2634.52,1,0,0,3,32,Razorpay,19,59,1
TXN09282,U0938,715.79,Refund,2033,Canada,Mobile,83,Morning,330,393.08,1,0,1,9,60,Square,55,902,1
TXN09283,U0546,319.59,Refund,1390,Germany,Desktop,70,Afternoon,54,338.15,0,0,0,1,12,Square,80,149,1
TXN09284,U1184,23.06,Transfer,157,Germany,Desktop,18,Night,112,2460.31,0,1,1,8,12,Razorpay,31,370,0
TXN09285,U1376,468.22,Deposit,2128,France,Mobile,25,Afternoon,212,2808.45,1,1,0,6,58,PayPal,68,1937,1
TXN09286,U2127,329.47,Withdrawal,1892,Canada,Desktop,58,Afternoon,45,1291.92,0,1,0,4,27,Stripe,83,1756,1
TXN09287,U1561,236.01,Bill Payment,1297,Australia,Mobile,21,Morning,445,1632.2,1,0,1,9,76,Razorpay,89,402,0
TXN09288,U0869,429.11,Refund,2708,Brazil,Mobile,5,Evening,69,3985.37,0,0,1,1,23,Square,52,1981,0
TXN09289,U2717,129.42,Transfer,1742,USA,Tablet,62,Afternoon,181,4346.83,0,1,0,9,29,Razorpay,27,652,1
TXN09290,U2916,62.6,Payment,2674,Canada,Tablet,76,Afternoon,899,1629.52,1,0,1,2,99,PayPal,6,718,1
TXN09291,U1807,179.37,Refund,3590,Brazil,Desktop,73,Evening,172,1781.79,0,1,0,6,3,Square,7,1317,0
TXN09292,U0805,198.98,Transfer,1814,Germany,Desktop,53,Morning,980,4152.48,0,0,0,8,12,Stripe,22,287,1
TXN09293,U2440,193.22,Payment,232,China,Mobile,18,Night,503,4869.3,0,1,0,2,75,PayPal,6,646,1
TXN09294,U1341,208.14,Deposit,160,Canada,Tablet,94,Afternoon,309,1606.36,1,1,0,5,0,Razorpay,23,573,0
TXN09295,U0802,742.54,Bill Payment,344,China,Desktop,9,Night,208,3944.69,0,0,0,4,43,Razorpay,47,616,0
TXN09296,U2273,581.32,Payment,3361,France,Mobile,36,Night,948,2401.06,0,0,1,5,48,PayPal,86,1076,0
TXN09297,U1190,521.3,Refund,205,USA,Tablet,76,Afternoon,222,1322.32,1,1,0,4,80,Square,81,27,1
TXN09298,U1043,404.14,Withdrawal,3043,UK,Mobile,16,Night,939,3410.52,0,1,0,3,23,PayPal,87,1060,1
TXN09299,U0596,718.06,Payment,2886,India,Tablet,54,Afternoon,342,2315.44,0,0,1,4,33,Square,76,1359,1
TXN09300,U1984,25.92,Withdrawal,305,UK,Mobile,4,Evening,607,1344.47,0,0,0,5,38,PayPal,61,924,0
TXN09301,U1206,77.01,Withdrawal,1384,India,Tablet,20,Evening,119,540.61,1,0,0,1,41,Stripe,7,761,0
TXN09302,U0630,170.83,Payment,2718,Brazil,Mobile,38,Evening,547,4335.44,1,0,0,4,6,PayPal,44,1747,0
TXN09303,U2713,468.57,Deposit,400,France,Mobile,19,Evening,33,4393.95,0,1,0,9,22,PayPal,86,1283,0
TXN09304,U2795,175.88,Payment,3521,India,Desktop,70,Morning,947,379.43,1,1,1,8,20,PayPal,40,157,1
TXN09305,U2055,344.62,Transfer,2154,Germany,Tablet,14,Evening,389,3318.66,1,1,0,5,42,Razorpay,18,194,0
TXN09306,U1971,37.4,Bill Payment,3154,Nigeria,Tablet,78,Afternoon,933,817.07,0,1,0,3,59,Razorpay,18,1242,1
TXN09307,U2078,72.73,Withdrawal,2390,Nigeria,Desktop,52,Afternoon,853,3233.37,1,0,0,2,23,PayPal,9,475,1
TXN09308,U2453,328.98,Bill Payment,986,USA,Desktop,86,Afternoon,288,4538.55,1,0,0,8,99,Razorpay,34,1605,1
TXN09309,U2570,45.0,Refund,1806,Brazil,Mobile,32,Night,970,1304.77,0,1,1,8,66,PayPal,9,1562,1
TXN09310,U1796,108.22,Withdrawal,952,Nigeria,Tablet,43,Afternoon,566,1742.91,1,0,1,5,92,PayPal,71,542,0
TXN09311,U1763,76.93,Refund,1445,Brazil,Mobile,65,Morning,534,3976.67,1,1,0,7,27,PayPal,43,1624,0
TXN09312,U2358,107.64,Transfer,2097,Germany,Mobile,49,Morning,892,3678.19,1,1,1,1,65,Razorpay,11,462,1
TXN09313,U1384,308.03,Transfer,206,Brazil,Mobile,31,Morning,764,2046.23,0,1,1,6,3,Stripe,57,1425,1
TXN09314,U0371,114.66,Bill Payment,1242,France,Desktop,78,Morning,555,4243.5,0,1,1,9,80,Stripe,23,1369,0
TXN09315,U2815,202.57,Transfer,1842,USA,Tablet,70,Morning,99,4603.32,0,0,0,7,83,Razorpay,6,1501,1
TXN09316,U1788,26.32,Payment,1460,Brazil,Desktop,72,Morning,27,2265.95,0,0,0,5,35,Stripe,85,980,0
TXN09317,U0221,408.71,Withdrawal,2839,USA,Desktop,54,Evening,575,202.06,1,1,1,6,56,Square,65,1171,1
TXN09318,U0360,115.46,Refund,1346,Canada,Tablet,27,Morning,815,2549.65,1,1,1,7,89,Stripe,99,1353,1
TXN09319,U0494,261.41,Bill Payment,231,Germany,Tablet,85,Night,314,3699.71,1,1,0,6,56,Stripe,19,412,1
TXN09320,U0980,323.1,Bill Payment,1511,Brazil,Desktop,2,Morning,978,1104.08,0,0,1,5,85,PayPal,14,1119,1
TXN09321,U0001,58.82,Transfer,3501,Canada,Desktop,52,Afternoon,826,501.65,1,0,0,2,18,PayPal,18,885,0
TXN09322,U0840,540.0,Transfer,883,Nigeria,Desktop,41,Afternoon,810,1429.65,1,0,1,3,30,Stripe,10,1399,1
TXN09323,U0076,239.42,Refund,2774,France,Tablet,1,Night,682,62.88,0,1,1,4,41,PayPal,1,1201,1
TXN09324,U0518,139.97,Withdrawal,2332,China,Tablet,21,Morning,972,3578.78,1,0,1,5,59,Razorpay,40,1958,1
TXN09325,U0201,50.33,Withdrawal,1510,UK,Mobile,24,Evening,652,734.61,0,1,0,1,88,PayPal,69,1452,1
TXN09326,U2419,713.13,Bill Payment,2324,USA,Tablet,88,Evening,583,3619.63,0,0,1,7,29,Square,47,517,0
TXN09327,U2738,351.69,Refund,433,Australia,Desktop,31,Evening,554,1176.57,0,0,0,8,47,PayPal,40,998,0
TXN09328,U0729,58.31,Bill Payment,1209,China,Tablet,6,Evening,239,4960.35,1,1,1,7,72,PayPal,20,685,1
TXN09329,U1033,103.01,Deposit,2681,Germany,Tablet,61,Morning,780,2661.32,0,0,1,5,29,PayPal,64,30,0
TXN09330,U1497,414.75,Withdrawal,2264,Canada,Tablet,30,Night,503,211.49,1,0,0,1,40,PayPal,14,720,1
TXN09331,U1810,297.42,Refund,2145,Germany,Desktop,62,Evening,418,3864.53,1,1,1,9,31,PayPal,52,717,1
TXN09332,U1977,362.88,Refund,3003,Canada,Mobile,36,Morning,730,2053.4,1,1,0,2,58,Stripe,49,1061,1
TXN09333,U2625,145.49,Bill Payment,1143,USA,Mobile,67,Morning,650,3038.57,1,1,1,1,47,Stripe,18,1068,1
TXN09334,U1923,315.11,Transfer,2413,USA,Desktop,96,Morning,404,4756.31,0,1,0,2,78,PayPal,16,1887,0
TXN09335,U1750,122.14,Refund,1818,India,Desktop,78,Morning,711,2588.76,0,1,0,4,99,Square,59,1931,0
TXN09336,U0986,59.33,Bill Payment,3475,Nigeria,Mobile,8,Morning,873,4022.86,0,0,1,2,98,PayPal,95,376,0
TXN09337,U1888,250.38,Payment,1008,Australia,Desktop,69,Afternoon,153,1517.45,1,0,0,6,64,PayPal,17,347,0
TXN09338,U2388,932.57,Transfer,618,Brazil,Tablet,45,Morning,349,3574.03,0,0,1,8,20,Razorpay,59,190,1
TXN09339,U0622,92.98,Transfer,397,India,Tablet,94,Morning,213,501.12,1,0,0,9,35,PayPal,25,1504,1
TXN09340,U1312,154.5,Withdrawal,2506,USA,Mobile,33,Morning,561,4467.28,1,0,0,8,66,Square,73,302,0
TXN09341,U2823,280.22,Deposit,318,France,Tablet,59,Afternoon,48,1002.74,1,1,1,8,78,Square,33,1125,1
TXN09342,U1397,194.95,Withdrawal,2430,Canada,Mobile,12,Afternoon,358,1513.14,1,0,0,9,87,Razorpay,81,231,0
TXN09343,U0926,463.56,Payment,2190,China,Desktop,35,Night,497,4791.27,0,0,1,8,15,PayPal,60,835,1
TXN09344,U2524,358.6,Bill Payment,457,Brazil,Mobile,95,Night,969,780.29,0,0,1,2,57,PayPal,57,310,0
TXN09345,U1990,15.02,Transfer,501,France,Mobile,85,Morning,857,1275.78,1,0,0,7,6,Stripe,62,1852,0
TXN09346,U0661,1612.78,Transfer,323,China,Tablet,47,Evening,755,2903.0,0,0,1,3,79,Square,57,157,0
TXN09347,U2318,348.99,Refund,1000,Germany,Mobile,92,Morning,346,4903.57,0,1,0,1,27,Razorpay,54,1625,1
TXN09348,U2259,498.6,Deposit,2316,Nigeria,Mobile,74,Night,341,3458.64,0,1,1,9,49,PayPal,19,841,1
TXN09349,U0806,263.31,Deposit,2535,India,Mobile,5,Evening,780,575.38,0,1,0,8,11,PayPal,59,1465,0
TXN09350,U1896,484.98,Refund,878,USA,Desktop,4,Evening,422,3741.85,1,1,0,6,24,Stripe,60,1397,1
TXN09351,U2538,29.8,Payment,679,Brazil,Tablet,64,Night,438,2133.95,1,1,1,2,29,Stripe,41,101,1
TXN09352,U0421,106.83,Deposit,3232,UK,Tablet,49,Morning,774,4961.68,0,0,1,1,71,PayPal,48,700,0
TXN09353,U0396,522.72,Transfer,2062,Germany,Mobile,73,Night,243,3145.44,1,1,1,6,10,Razorpay,16,1699,1
TXN09354,U1525,56.3,Payment,1004,USA,Mobile,73,Evening,682,2662.12,0,0,0,5,59,Stripe,81,1174,0
TXN09355,U2800,20.37,Withdrawal,2753,Brazil,Desktop,23,Afternoon,553,2788.54,0,0,1,2,41,PayPal,19,1251,0
TXN09356,U0774,387.93,Withdrawal,155,China,Tablet,6,Morning,953,3209.6,1,0,1,1,99,PayPal,66,263,1
TXN09357,U0514,451.19,Payment,101,Australia,Tablet,85,Night,907,3660.49,1,0,0,3,99,Razorpay,96,102,0
TXN09358,U2536,44.38,Transfer,2620,Germany,Mobile,57,Night,524,396.22,0,1,0,5,54,Square,91,1308,0
TXN09359,U1248,481.63,Withdrawal,1067,Australia,Desktop,20,Night,779,657.69,0,1,0,9,35,Stripe,21,1008,0
TXN09360,U1886,290.2,Bill Payment,3265,China,Desktop,85,Afternoon,715,1505.89,0,0,0,8,48,Razorpay,39,429,0
TXN09361,U2953,183.54,Transfer,1335,Australia,Mobile,32,Afternoon,293,2392.38,1,1,1,9,45,PayPal,52,109,1
TXN09362,U0212,443.36,Refund,621,UK,Mobile,43,Morning,770,1558.78,1,1,0,5,93,Stripe,59,1826,0
TXN09363,U2122,135.86,Deposit,1629,Canada,Mobile,24,Morning,199,1073.12,1,1,1,4,69,PayPal,80,1850,1
TXN09364,U2081,53.92,Payment,1015,UK,Mobile,94,Morning,317,4625.52,1,1,0,3,34,PayPal,86,1231,0
TXN09365,U1151,83.82,Deposit,2513,Brazil,Mobile,79,Night,670,167.84,0,1,0,3,93,PayPal,34,1891,0
TXN09366,U0579,175.88,Refund,3235,Germany,Desktop,14,Afternoon,972,4693.8,0,0,0,4,13,Razorpay,98,286,0
TXN09367,U2665,189.46,Withdrawal,2399,Brazil,Desktop,28,Morning,199,4536.68,1,0,0,5,36,Stripe,31,1694,0
TXN09368,U1426,409.43,Bill Payment,2282,Canada,Mobile,82,Afternoon,292,3420.49,1,0,0,7,91,Stripe,88,490,0
TXN09369,U1208,391.78,Transfer,1952,China,Mobile,51,Evening,279,167.51,0,1,0,9,39,Square,81,1069,1
TXN09370,U2252,217.69,Transfer,403,Brazil,Tablet,16,Morning,91,1130.65,0,1,0,4,51,Razorpay,48,1705,0
TXN09371,U0706,379.43,Refund,2399,Germany,Desktop,89,Afternoon,579,4895.61,1,1,0,5,40,Square,76,414,1
TXN09372,U2044,53.23,Payment,3239,France,Desktop,99,Morning,63,4530.22,0,0,1,5,4,Square,56,1816,1
TXN09373,U0666,12.84,Deposit,1172,Canada,Mobile,35,Afternoon,143,4823.04,0,1,0,4,20,PayPal,60,345,0
TXN09374,U2379,517.14,Bill Payment,2076,France,Desktop,34,Afternoon,785,4980.64,0,0,1,3,54,Stripe,46,1553,1
TXN09375,U1356,19.64,Withdrawal,259,UK,Desktop,39,Night,579,324.12,0,1,1,7,48,Razorpay,81,700,1
TXN09376,U1453,70.82,Payment,620,Nigeria,Desktop,22,Evening,234,2856.46,0,1,0,5,60,Razorpay,9,498,0
TXN09377,U0014,297.12,Bill Payment,1466,USA,Tablet,72,Morning,423,4171.52,0,1,0,2,5,PayPal,30,1332,1
TXN09378,U1236,131.67,Bill Payment,1974,China,Desktop,33,Afternoon,313,1601.95,0,0,1,9,50,Stripe,18,726,0
TXN09379,U0739,522.5,Refund,1962,USA,Mobile,57,Morning,992,2180.62,0,0,1,1,60,Stripe,71,513,1
TXN09380,U1994,88.45,Refund,1653,USA,Desktop,81,Afternoon,122,1422.27,0,0,1,4,61,Razorpay,47,940,1
TXN09381,U0602,2.99,Transfer,876,Canada,Desktop,79,Evening,812,195.17,1,0,1,7,23,Square,71,960,0
TXN09382,U2737,89.4,Withdrawal,1551,China,Tablet,60,Afternoon,52,368.2,1,0,1,8,51,Stripe,59,94,1
TXN09383,U1575,215.73,Payment,1235,UK,Desktop,95,Afternoon,26,112.1,0,1,1,6,15,Razorpay,80,767,1
TXN09384,U1909,117.88,Transfer,543,India,Tablet,27,Morning,373,2638.59,1,0,0,7,6,PayPal,5,454,0
TXN09385,U2521,191.36,Withdrawal,3517,Canada,Tablet,59,Evening,35,3094.02,0,0,1,9,41,PayPal,78,1557,0
TXN09386,U1930,523.08,Deposit,453,Australia,Tablet,31,Afternoon,963,1541.97,0,0,0,6,89,Square,98,111,0
TXN09387,U0378,608.99,Deposit,2745,Nigeria,Desktop,57,Morning,611,4131.61,0,0,0,7,20,Square,56,478,0
TXN09388,U1593,77.3,Transfer,404,USA,Mobile,81,Afternoon,140,4440.63,0,1,0,2,47,Stripe,64,1962,1
TXN09389,U2377,155.04,Payment,1019,India,Mobile,43,Morning,946,703.04,1,0,0,7,59,PayPal,36,1443,1
TXN09390,U1884,199.15,Withdrawal,3138,UK,Desktop,33,Evening,687,264.36,0,1,0,7,81,Stripe,49,601,0
TXN09391,U1691,744.53,Deposit,1429,Brazil,Tablet,92,Night,187,1600.31,0,1,0,2,16,Razorpay,24,1901,0
TXN09392,U0018,1645.93,Deposit,883,USA,Mobile,20,Evening,717,3566.37,1,1,1,5,20,Stripe,5,933,1
TXN09393,U1165,67.1,Payment,1852,China,Desktop,0,Morning,617,2539.58,1,1,0,4,51,PayPal,86,239,1
TXN09394,U2294,324.55,Transfer,575,India,Mobile,54,Evening,612,2443.01,0,1,0,7,5,Square,54,720,1
TXN09395,U1693,118.72,Refund,1459,Nigeria,Desktop,79,Morning,622,766.29,1,0,1,4,18,PayPal,85,458,1
TXN09396,U1832,2.04,Bill Payment,3300,China,Tablet,48,Morning,453,1760.51,0,1,1,9,65,Stripe,60,1883,1
TXN09397,U0515,2.32,Withdrawal,1500,Nigeria,Mobile,96,Evening,178,4794.66,1,0,1,9,18,PayPal,96,1043,0
TXN09398,U0658,154.31,Deposit,1492,China,Desktop,20,Night,13,1706.1,0,1,1,5,21,Stripe,23,541,1
TXN09399,U0244,167.52,Bill Payment,3173,Brazil,Desktop,98,Evening,762,2959.2,0,1,0,8,79,Square,29,1898,0
TXN09400,U2242,5.71,Bill Payment,2471,Canada,Mobile,54,Morning,682,296.45,0,1,0,3,24,Stripe,50,355,1
TXN09401,U0737,290.33,Refund,3428,China,Desktop,26,Night,258,323.95,0,1,1,4,43,Razorpay,42,182,0
TXN09402,U1335,87.04,Bill Payment,1163,UK,Mobile,19,Morning,664,2124.15,0,0,1,2,10,PayPal,25,1483,0
TXN09403,U2442,205.18,Payment,3641,Nigeria,Desktop,94,Night,33,3022.54,0,1,1,3,75,PayPal,0,609,1
TXN09404,U0160,89.5,Transfer,3203,Australia,Mobile,15,Evening,709,1864.84,0,1,0,4,27,PayPal,79,484,0
TXN09405,U1843,45.72,Withdrawal,2597,Canada,Tablet,77,Evening,951,899.17,1,0,0,9,65,Stripe,46,543,0
TXN09406,U2897,130.71,Payment,2516,France,Mobile,47,Morning,231,3681.11,1,0,1,4,37,Razorpay,18,1292,1
TXN09407,U2820,66.08,Transfer,3552,Brazil,Desktop,31,Night,192,704.52,1,0,1,1,75,Stripe,35,832,1
TXN09408,U1805,191.32,Payment,111,Australia,Tablet,31,Morning,509,3341.74,0,0,0,2,24,PayPal,63,1481,1
TXN09409,U2200,55.42,Deposit,2201,USA,Tablet,52,Night,187,4783.89,1,0,1,7,1,Stripe,61,588,0
TXN09410,U0954,177.53,Deposit,2965,China,Mobile,52,Morning,749,2355.33,1,1,0,2,32,Square,91,1316,1
TXN09411,U1315,42.81,Refund,2810,Brazil,Mobile,1,Evening,815,1006.17,0,1,1,3,12,PayPal,4,10,1
TXN09412,U1811,277.91,Payment,3314,USA,Mobile,56,Afternoon,496,4210.7,0,0,0,3,55,Stripe,47,1696,0
TXN09413,U1282,350.54,Bill Payment,2768,Germany,Tablet,21,Morning,327,2529.85,1,0,0,8,51,Square,26,1559,1
TXN09414,U2978,29.24,Deposit,2928,Brazil,Tablet,51,Afternoon,720,4616.49,1,0,1,7,44,Stripe,81,1146,1
TXN09415,U0254,157.69,Transfer,682,Australia,Mobile,80,Evening,716,3604.33,1,1,0,1,49,Square,75,1508,0
TXN09416,U1392,18.38,Refund,769,USA,Desktop,95,Afternoon,914,2155.89,1,1,1,8,58,Square,69,1328,1
TXN09417,U2098,227.94,Bill Payment,279,Australia,Tablet,80,Night,104,3088.83,1,0,1,3,63,Square,58,597,1
TXN09418,U2008,76.77,Withdrawal,363,Nigeria,Mobile,57,Afternoon,290,853.97,0,0,0,5,87,PayPal,0,1628,0
TXN09419,U1809,187.5,Payment,1649,UK,Desktop,33,Morning,241,1939.22,1,0,1,7,83,Stripe,42,463,1
TXN09420,U1490,182.17,Deposit,1432,Canada,Mobile,70,Afternoon,96,2971.39,1,0,0,3,83,PayPal,0,1680,1
TXN09421,U1018,645.42,Bill Payment,1199,China,Tablet,92,Night,876,2952.26,1,0,1,8,46,Stripe,35,93,1
TXN09422,U1443,199.12,Transfer,601,UK,Tablet,16,Evening,876,2938.14,0,1,0,8,11,Square,27,555,0
TXN09423,U0055,218.67,Payment,1159,Australia,Mobile,87,Night,491,3718.96,0,0,0,9,44,Stripe,8,1740,0
TXN09424,U2806,128.4,Transfer,3578,UK,Desktop,71,Morning,800,532.74,1,0,1,6,36,PayPal,51,1981,1
TXN09425,U0261,744.37,Refund,2342,UK,Tablet,22,Night,937,372.92,0,1,0,2,7,PayPal,21,223,0
TXN09426,U2331,375.35,Deposit,1519,Brazil,Mobile,32,Afternoon,114,744.36,1,1,0,8,99,Square,42,1356,1
TXN09427,U1062,84.01,Deposit,1839,Brazil,Mobile,28,Afternoon,309,3963.01,0,1,1,2,96,PayPal,4,606,0
TXN09428,U0215,464.81,Refund,871,UK,Desktop,18,Night,550,328.94,0,0,0,9,30,PayPal,77,1192,1
TXN09429,U1744,141.58,Transfer,1443,Brazil,Desktop,68,Afternoon,109,1130.05,0,1,0,2,28,Square,79,1945,0
TXN09430,U0561,441.04,Payment,3278,France,Tablet,36,Afternoon,191,1277.61,0,0,0,7,17,PayPal,11,918,0
TXN09431,U1162,432.74,Transfer,1342,China,Desktop,86,Morning,677,3238.02,1,0,1,3,55,Stripe,38,1045,1
TXN09432,U1092,52.33,Payment,2121,Canada,Desktop,25,Morning,805,2011.14,1,0,0,1,19,Stripe,83,1308,1
TXN09433,U2407,301.95,Bill Payment,2307,Canada,Tablet,23,Morning,584,998.97,0,0,1,8,71,Square,52,1972,0
TXN09434,U2694,85.85,Refund,1382,China,Mobile,53,Evening,947,2250.44,0,0,0,7,45,Razorpay,86,1627,0
TXN09435,U1449,88.27,Withdrawal,1172,Canada,Tablet,20,Evening,111,3428.83,0,0,0,3,87,Square,53,1555,0
TXN09436,U0111,87.87,Payment,1249,UK,Tablet,96,Morning,868,3931.33,0,1,0,1,0,Razorpay,45,300,1
TXN09437,U2623,323.26,Deposit,1129,China,Desktop,89,Night,302,623.8,0,1,1,4,57,Razorpay,17,1873,1
TXN09438,U0544,65.28,Bill Payment,3628,China,Desktop,9,Night,893,3575.0,1,1,0,5,66,PayPal,6,1982,0
TXN09439,U1496,0.23,Deposit,2404,USA,Mobile,41,Night,576,27.59,1,1,0,3,74,Square,68,605,1
TXN09440,U0291,314.02,Bill Payment,1562,Australia,Desktop,28,Morning,355,3623.0,0,1,0,5,41,PayPal,41,1068,1
TXN09441,U2456,46.94,Deposit,1285,Nigeria,Mobile,56,Evening,809,3306.71,1,0,1,1,42,Stripe,51,1097,0
TXN09442,U1986,27.59,Transfer,571,Nigeria,Mobile,34,Afternoon,101,2345.99,0,0,0,7,2,Stripe,65,1707,0
TXN09443,U1902,67.79,Transfer,2621,USA,Mobile,27,Night,566,688.68,0,1,1,2,20,Stripe,0,1801,1
TXN09444,U2195,119.47,Transfer,2865,Brazil,Tablet,11,Morning,314,3823.92,0,0,1,5,68,PayPal,16,1170,0
TXN09445,U0073,161.52,Bill Payment,1950,Brazil,Desktop,57,Morning,193,363.41,0,0,1,2,64,Razorpay,76,1221,1
TXN09446,U2209,11.4,Bill Payment,3142,Germany,Desktop,43,Afternoon,73,4478.37,1,0,0,8,77,PayPal,72,1831,0
TXN09447,U2848,881.46,Deposit,1978,Brazil,Mobile,6,Evening,949,3868.43,1,0,0,3,67,Razorpay,75,981,1
TXN09448,U2127,314.75,Payment,3519,Brazil,Desktop,15,Evening,818,3706.11,0,0,0,1,18,Square,46,1264,0
TXN09449,U0892,97.59,Bill Payment,1981,USA,Mobile,83,Morning,406,3773.2,1,1,1,6,46,Stripe,71,1117,0
TXN09450,U2551,95.94,Deposit,447,Nigeria,Desktop,92,Afternoon,968,342.53,1,1,1,8,19,Stripe,24,1752,1
TXN09451,U1157,148.8,Payment,783,India,Tablet,34,Evening,906,4949.8,0,1,0,7,6,Razorpay,57,1841,1
TXN09452,U2800,246.04,Transfer,1281,Canada,Desktop,91,Afternoon,291,4293.71,0,1,0,6,59,PayPal,75,1381,0
TXN09453,U2648,39.57,Bill Payment,2957,France,Mobile,6,Afternoon,183,2542.13,0,0,1,5,47,Stripe,75,1918,0
TXN09454,U2286,52.35,Withdrawal,944,France,Tablet,85,Morning,553,3598.4,1,1,1,8,8,Razorpay,32,1252,1
TXN09455,U2972,490.52,Transfer,2944,France,Desktop,13,Afternoon,357,3697.59,1,0,0,4,33,PayPal,45,799,0
TXN09456,U1929,74.01,Refund,2978,Canada,Tablet,58,Afternoon,98,4149.78,1,0,1,7,41,Razorpay,81,1123,1
TXN09457,U0189,119.59,Payment,637,Canada,Mobile,99,Afternoon,639,1280.59,0,0,0,2,12,Stripe,35,1109,1
TXN09458,U2372,512.51,Withdrawal,2974,USA,Mobile,61,Night,524,1863.4,1,0,0,9,67,PayPal,39,1179,0
TXN09459,U0197,272.03,Transfer,531,Brazil,Desktop,73,Afternoon,978,3999.43,0,0,0,8,35,Stripe,95,845,0
TXN09460,U2305,104.53,Bill Payment,119,Nigeria,Mobile,65,Afternoon,610,3846.07,0,0,0,4,18,PayPal,3,1033,0
TXN09461,U1087,287.77,Withdrawal,66,China,Desktop,21,Morning,819,2615.46,0,1,0,7,80,Square,39,234,1
TXN09462,U1702,4.97,Deposit,2293,China,Mobile,15,Evening,925,1984.05,1,0,1,1,59,Square,90,1783,0
TXN09463,U1405,332.61,Payment,2105,Germany,Mobile,98,Evening,465,4842.37,1,0,0,5,88,Stripe,92,741,1
TXN09464,U1152,166.88,Refund,1068,USA,Mobile,74,Afternoon,651,2078.03,0,1,0,2,13,Square,1,430,0
TXN09465,U2548,419.41,Deposit,2572,Brazil,Desktop,42,Morning,203,3821.11,1,0,0,2,4,PayPal,11,1977,0
TXN09466,U2308,773.27,Withdrawal,1914,Australia,Desktop,96,Morning,404,2066.15,0,1,1,2,6,Razorpay,51,1536,1
TXN09467,U0225,650.21,Transfer,424,USA,Desktop,97,Afternoon,139,1552.63,1,0,1,2,77,Square,44,572,1
TXN09468,U1073,599.95,Payment,3608,Nigeria,Desktop,96,Afternoon,317,3206.78,0,1,0,5,96,Stripe,18,263,1
TXN09469,U0219,179.45,Bill Payment,395,Nigeria,Mobile,82,Evening,375,4039.04,1,0,0,4,75,Square,18,1695,0
TXN09470,U2777,111.63,Refund,2498,UK,Tablet,19,Evening,219,4906.98,1,1,0,1,51,Square,89,818,1
TXN09471,U2751,156.39,Transfer,1281,Nigeria,Desktop,9,Evening,348,748.78,1,0,0,6,3,Stripe,84,1050,1
TXN09472,U1576,292.71,Refund,2041,Brazil,Mobile,18,Afternoon,422,4381.19,1,0,1,3,51,Stripe,45,1475,0
TXN09473,U2571,538.54,Bill Payment,954,Nigeria,Mobile,11,Evening,232,2623.09,0,1,0,8,55,Stripe,85,1345,1
TXN09474,U1692,57.98,Payment,1820,USA,Desktop,9,Morning,299,543.17,1,0,1,2,5,Razorpay,36,1392,0
TXN09475,U0518,625.85,Withdrawal,1860,Canada,Desktop,70,Night,131,3972.92,1,0,1,8,64,Razorpay,11,473,0
TXN09476,U2081,422.09,Refund,3433,UK,Mobile,55,Night,670,1661.06,1,1,0,6,83,PayPal,83,247,1
TXN09477,U2975,964.1,Payment,763,Canada,Desktop,10,Night,919,4341.91,0,0,0,5,89,Square,35,308,0
